Class,Method,Smell,Tecnicas,Commit,Refactoring,Left Side,Right Side
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
org.libreplan.web.print.CutyPrint,print,,,c332b4b7a70e144b33ac9d97e9d56b76c0d9c75f,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void","private createCaptureURL(request HttpServletRequest, parameters Map<String,String>, capturePath String) : String"
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private openInAnotherTab(producedPrintFilePath String) : void
org.libreplan.web.print.CutyPrint,print,,,2b41a2321bb5c42d149f1b12d7871db653a559b8,EXTRACT_OPERATION,"public print(forwardURL String, entryPointsMap Map<String,String>, parameters Map<String,String>, planner Planner) : void",private takeSnapshot(params CutyCaptParameters) : String
