Class,Method,Smell,Tecnicas,Commit,Refactoring,Left Side,Right Side
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,"public loadDataFromLast(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void","public updateUIWithModificationsDone(rows List<? extends AllocationRow>, modifications List<? extends AllocationModification>) : void"
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getModifiedFrom(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>,public getModificationsDone(rows Collection<? extends AllocationRow>) : List<ModifiedAllocation>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public getTemporalFrom(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>,public getBeingModified(rows Collection<? extends AllocationRow>) : List<ResourceAllocation<?>>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_PARAMETER,last : ResourceAllocation<?>,allocationToModify : ResourceAllocation<?>
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,public setTemporal(last ResourceAllocation<?>) : void,private associateAllocationToModify(allocationToModify ResourceAllocation<?>) : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,119112a1ead9cc26b57e7e79f49290e78ee412d0,RENAME_METHOD,private loadDataFromLast() : void,private updateUIWithModificationsDone() : void
org.libreplan.web.planner.allocation.AllocationRow,on,,,7afcef6525e06c4129547abe0d5a6298d25d35a4,CHANGE_PARAMETER_TYPE,rows : List<AllocationRow>,rows : Collection<? extends AllocationRow>
