Commmit-id,Refactring-name,Refactoring-Type,Code Element Left,Code Element Right,Class Before,Class After
1f9f3dc236e4060dc082fc997ce7c23bdaa557b5,Extract Method,EXTRACT_OPERATION,public refresh() : void,public refresh(showAllResources boolean) : void,[org.jumpmind.metl.ui.common.DbProvider],[org.jumpmind.metl.ui.common.DbProvider]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Change Variable Type,CHANGE_VARIABLE_TYPE,attribute : ModelAttribute,attr : AttributeFormat,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Change Variable Type,CHANGE_VARIABLE_TYPE,attributeId : String,attribute : AttributeFormat,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Rename Variable,RENAME_VARIABLE,value : Object,object : Object,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Rename Variable,RENAME_VARIABLE,attribute : ModelAttribute,attr : AttributeFormat,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Rename Variable,RENAME_VARIABLE,attributeId : String,attribute : AttributeFormat,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Replace Variable With Attribute,REPLACE_VARIABLE_WITH_ATTRIBUTE,attributeIds : Set<String>,attributes : List<AttributeFormat>,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
6e0f414e96ab1e7ab41d85d0afc04c06e5c770db,Change Variable Type,CHANGE_VARIABLE_TYPE,attributeIds : Set<String>,attributes : List<AttributeFormat>,[org.jumpmind.metl.core.runtime.component.ExcelFileWriter],[org.jumpmind.metl.core.runtime.component.ExcelFileWriter]
e25180569f6eade10f100435fca4f9e40a1918a3,Rename Variable,RENAME_VARIABLE,newMaster : ProjectVersion,newRelease : ProjectVersion,[org.jumpmind.metl.ui.views.release.ReleasesView],[org.jumpmind.metl.ui.views.release.ReleasesView]
e25180569f6eade10f100435fca4f9e40a1918a3,Rename Variable,RENAME_VARIABLE,oldMasterProjectVersionId : String,releasedProjectVersionId : String,[org.jumpmind.metl.ui.views.release.ReleasesView],[org.jumpmind.metl.ui.views.release.ReleasesView]
49dc0779a09878ef2c4034c24ff3435e7dd77494,Rename Variable,RENAME_VARIABLE,newMaster : ProjectVersion,newRelease : ProjectVersion,[org.jumpmind.metl.ui.views.release.ReleasesView],[org.jumpmind.metl.ui.views.release.ReleasesView]
49dc0779a09878ef2c4034c24ff3435e7dd77494,Rename Variable,RENAME_VARIABLE,oldMasterProjectVersionId : String,releasedProjectVersionId : String,[org.jumpmind.metl.ui.views.release.ReleasesView],[org.jumpmind.metl.ui.views.release.ReleasesView]
121b8dbb1b142efedefca8c1970fa5ea54529641,Rename Attribute,RENAME_ATTRIBUTE,splitPanel : VerticalSplitPanel,vSplit : AbstractSplitPanel,[org.jumpmind.metl.ui.views.design.EditFlowPanel],[org.jumpmind.metl.ui.views.design.EditFlowPanel]
121b8dbb1b142efedefca8c1970fa5ea54529641,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,splitPanel : VerticalSplitPanel,vSplit : AbstractSplitPanel,[org.jumpmind.metl.ui.views.design.EditFlowPanel],[org.jumpmind.metl.ui.views.design.EditFlowPanel]
ff990e156084242356674ce9a7c4b5509d2274b1,Extract Method,EXTRACT_OPERATION,"public getInputStream(relativePath String, mustExist boolean, closeSession boolean) : InputStream","public getPayload(message Message, mapTypeKeyName String) : String",[org.jumpmind.metl.core.runtime.resource.AbstractJMSJndiDirectory],[org.jumpmind.metl.core.runtime.resource.AbstractJMSJndiDirectory]
ff990e156084242356674ce9a7c4b5509d2274b1,Parameterize Variable,PARAMETERIZE_VARIABLE,keyName : String,mapTypeKeyName : String,[org.jumpmind.metl.core.runtime.resource.AbstractJMSJndiDirectory],[org.jumpmind.metl.core.runtime.resource.AbstractJMSJndiDirectory]
35343884e6a91cd55b420680becca353579f7415,Extract Method,EXTRACT_OPERATION,"protected pasteModels(oldToNewUUIDMapping Map<String,AbstractObject>, newProjectVersionId String) : void","private restampAllSourceProjectFlows(existingModelId String, newModel Model) : void",[org.jumpmind.metl.ui.common.CutCopyPasteManager],[org.jumpmind.metl.ui.common.CutCopyPasteManager]
35343884e6a91cd55b420680becca353579f7415,Parameterize Variable,PARAMETERIZE_VARIABLE,model : Model,newModel : Model,[org.jumpmind.metl.ui.common.CutCopyPasteManager],[org.jumpmind.metl.ui.common.CutCopyPasteManager]
ad2da00a47f76cc174ce2db2c0d92483c3d2ce05,Rename Parameter,RENAME_PARAMETER,newProjectVersionId : String,nbrDependentFlows : int,[org.jumpmind.metl.ui.common.CutCopyPasteManager],[org.jumpmind.metl.ui.common.CutCopyPasteManager]
ad2da00a47f76cc174ce2db2c0d92483c3d2ce05,Change Parameter Type,CHANGE_PARAMETER_TYPE,newProjectVersionId : String,nbrDependentFlows : int,[org.jumpmind.metl.ui.common.CutCopyPasteManager],[org.jumpmind.metl.ui.common.CutCopyPasteManager]
