Class,Method,Smell,LOC,CC,EC,NOP,Tecnicas,Commit,Refactoring,Left Side,Right Side,Full Message
br.com.webbudget.domain.entities.journal.Refueling,calculateAverageComsumption,null,3,1,1,0,null,b66a5cbe23869154248d25a5881f3b6388796682,RENAME_METHOD,"public calculateAverageComsumption(totalDistance long, liters BigDecimal) : void","public calculateAverageConsumption(totalDistance long, liters BigDecimal) : void",
br.com.webbudget.domain.entities.financial.Movement,isPaid,null,3,1,1,0,null,6db522c3014b3cf041ed6be92e163c3eec5af63d,PUSH_DOWN_OPERATION,public isPaidWithCreditCard() : boolean,public isPaidWithCreditCard() : boolean,
br.com.webbudget.domain.entities.financial.Movement,isPaid,null,3,1,1,0,null,6db522c3014b3cf041ed6be92e163c3eec5af63d,PUSH_DOWN_OPERATION,public isPaidWithDebitCard() : boolean,public isPaidWithDebitCard() : boolean,
br.com.webbudget.domain.entities.financial.Movement,isPaid,null,3,1,1,0,null,6db522c3014b3cf041ed6be92e163c3eec5af63d,PUSH_DOWN_OPERATION,public isPaid() : boolean,public isPaid() : boolean,
br.com.webbudget.domain.model.service.AccountService,findUserById,null,15,3,6,1,null,025ad99cb88526d6e97f7cb22cda2d0aa9dfaa45,EXTRACT_OPERATION,public findUserById(userId String) : User,"public findUserById(userId String, withGroup boolean) : User",
br.com.webbudget.application.controller.entries.CardBean,changeToListing,null,3,1,2,0,null,166385d94679c7baa41dfefb3c95f0b97d03dd50,PULL_UP_OPERATION,public changeToListing() : String,public changeToListing() : String,
br.com.webbudget.application.controller.registration.CardStatisticsBean,loadChart,null,8,1,2,0,null,f171e5c55fe8c9b9e275fc7b699b2aaddcbc2bbe,RENAME_METHOD,public loadChart() : void,public loadCharts() : void,
br.com.webbudget.infrastructure.jsf.exception.CustomExceptionHandler,handleRollbackExceptionException,null,9,2,5,2,null,a6d79ed5c770c418bf84b9bc1e0a4a7804db4506,PUSH_DOWN_OPERATION,"private handleRollbackExceptionException(context FacesContext, ex RollbackException) : void","public handle(context FacesContext, exception Throwable) : void",
br.com.webbudget.domain.service.AccountService,logout,null,4,1,1,0,null,64b1a758427eb90933030e5f6215452ada0201cb,MOVE_OPERATION,public logout() : void,public logout() : void,
br.com.webbudget.domain.services.misc.BalanceBuilder,withMovementedValue,null,4,1,2,1,null,9aa17dc91e48c3f33a3ffafdb662fb50f030f755,RENAME_METHOD,public withMovementedValue(value BigDecimal) : BalanceBuilder,public withValue(value BigDecimal) : WalletBalanceBuilder,
br.com.webbudget.domain.service.AccountService,listUsersByStatus,null,8,2,3,2,null,b130f015257060c8bbc2807b835643ba6c52421e,MOVE_OPERATION,"public listUsersByStatus(blocked boolean, removeCurrent boolean) : List<User>","public listUsersByStatus(blocked boolean, removeCurrent boolean) : List<User>",
br.com.webbudget.domain.calculators.CostCenterTotalCalculator,toPieChartModel,null,13,1,5,0,null,fb4e403ab351b7307326eacc37f8b900a6c4abd3,RENAME_METHOD,public toPieChartModel() : PieChartModel,public toChartModel() : PieChartModel,
br.com.webbudget.application.controller.ProfileBean,showChangePasswordPopup,null,4,1,2,0,null,d5e930fd96d12d1f0247b4258d54fbb1e1af7f8b,RENAME_METHOD,public showChangePasswordPopup() : void,public showChangePasswordDialog() : void,
br.com.webbudget.domain.security.Authorization,getAllAvailableAuthoritiesGrouped,null,20,4,7,0,null,8f906cb6d10d496efc45b41fbd29b8be9240417b,RENAME_METHOD,"public getAllAvailableAuthoritiesGrouped() : HashMap<String,Set<String>>","public getAllAuthorizationsGrouped() : HashMap<String,Set<String>>",
