DesignRole,Classe,NOM,DIT,CBO,LCom,NOC,NOM,RFC,WMC,File,Type,IsArchitecturalRole,LOC
TEST,org.jumpmind.metl.core.persist.SchemaTest,3,1,6,0,0,3,4,3,D:\Projetos\_Web\metl\metl-core\src\test\java\org\jumpmind\metl\core\persist\SchemaTest.java,class,false,51
RESIZABLEWINDOW,org.jumpmind.metl.ui.views.design.ScriptTemplatesDialog,6,2,14,7,0,6,43,14,D:\Projetos\_Web\metl\comp-groovy\src\main\java\org\jumpmind\metl\ui\views\design\ScriptTemplatesDialog.java,class,false,168
EVENT,org.jumpmind.metl.ui.diagram.NodeMovedEvent,2,2,3,0,0,2,0,2,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\diagram\NodeMovedEvent.java,class,false,40
MODEL,org.jumpmind.metl.core.model.WhereUsed,10,2,1,21,0,10,0,10,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\WhereUsed.java,class,false,77
BUTTON,org.jumpmind.metl.ui.common.TopBarButton,2,2,2,1,2,2,0,2,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\common\TopBarButton.java,class,false,38
UNDEFINED,org.jumpmind.metl.core.runtime.component.ComponentContext,17,1,9,104,0,17,4,18,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\component\ComponentContext.java,class,false,140
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.Mapping,6,3,8,7,0,6,37,50,D:\Projetos\_Web\metl\comp-map\src\main\java\org\jumpmind\metl\core\runtime\component\Mapping.java,class,false,196
VIEW,org.jumpmind.metl.ui.views.design.EditRdbmsWriterPanel,13,3,19,68,0,13,56,42,D:\Projetos\_Web\metl\comp-rdbms-writer\src\main\java\org\jumpmind\metl\ui\views\design\EditRdbmsWriterPanel.java,class,false,251
ASYNCTASK,org.jumpmind.metl.core.runtime.flow.StepRuntime,61,1,27,746,0,61,177,232,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\flow\StepRuntime.java,class,false,895
MENUBAR,org.jumpmind.metl.ui.common.AbstractMenuBar,17,2,11,96,1,17,44,81,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\common\AbstractMenuBar.java,class,false,276
MODEL,org.jumpmind.metl.core.model.Rppv,6,2,1,3,0,6,0,6,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\Rppv.java,class,false,54
UNDEFINED,org.jumpmind.metl.core.plugin.PluginConstants,1,1,0,0,0,1,0,1,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\plugin\PluginConstants.java,class,false,31
ENTITY,org.jumpmind.metl.ui.init.BackgroundRefresherService,11,1,6,15,0,11,29,23,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\init\BackgroundRefresherService.java,class,false,132
ENTITY,org.jumpmind.metl.ui.init.AppConfig,34,2,37,357,0,34,65,87,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\init\AppConfig.java,class,false,547
MODEL,org.jumpmind.metl.core.model.ProjectVersionName,2,4,1,0,0,2,0,2,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\ProjectVersionName.java,class,false,36
UNDEFINED,org.jumpmind.metl.Metl,1,1,0,0,0,1,2,3,D:\Projetos\_Web\metl\metl-server\src\main\java\org\jumpmind\metl\Metl.java,class,false,33
TEST,org.jumpmind.metl.core.runtime.component.FixedLengthFormatterTest,8,1,20,26,0,8,32,8,D:\Projetos\_Web\metl\comp-format\src\test\java\org\jumpmind\metl\core\runtime\component\FixedLengthFormatterTest.java,class,false,164
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.JsonParser,11,3,16,11,0,11,37,43,D:\Projetos\_Web\metl\comp-json\src\main\java\org\jumpmind\metl\core\runtime\component\JsonParser.java,class,false,215
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.XPathXmlParser,11,3,24,11,0,11,44,45,D:\Projetos\_Web\metl\comp-xml\src\main\java\org\jumpmind\metl\core\runtime\component\XPathXmlParser.java,class,false,216
MODEL,org.jumpmind.metl.core.model.ResourceSetting,5,3,2,4,0,5,0,5,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\ResourceSetting.java,class,false,50
ENTITY,org.jumpmind.metl.ui.common.ApplicationContext,26,1,23,309,0,26,4,34,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\common\ApplicationContext.java,class,false,241
MODEL,org.jumpmind.metl.core.model.ComponentEntitySetting,7,3,2,3,0,7,0,7,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\ComponentEntitySetting.java,class,false,59
TEST,org.jumpmind.metl.core.runtime.component.ContentRouterTest,6,1,21,13,0,6,34,7,D:\Projetos\_Web\metl\comp-route\src\test\java\org\jumpmind\metl\core\runtime\component\ContentRouterTest.java,class,false,155
MODEL,org.jumpmind.metl.core.model.FlowName,7,4,3,0,0,7,18,7,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\FlowName.java,class,false,78
VIEW,org.jumpmind.metl.ui.mapping.RelationalHierarchicalMappingPanel,27,4,44,296,0,27,101,68,D:\Projetos\_Web\metl\comp-map\src\main\java\org\jumpmind\metl\ui\mapping\RelationalHierarchicalMappingPanel.java,class,false,479
ABSTRACTCOMPONENTRUNTIME,org.jumpmind.metl.core.runtime.component.MessageFilter,2,2,5,1,0,2,8,15,D:\Projetos\_Web\metl\comp-route\src\main\java\org\jumpmind\metl\core\runtime\component\MessageFilter.java,class,false,78
VIEW,org.jumpmind.metl.ui.views.manage.ManageView,12,2,38,82,0,12,90,72,D:\Projetos\_Web\metl\metl-ui\src\main\java\org\jumpmind\metl\ui\views\manage\ManageView.java,class,false,400
SERVICE,org.jumpmind.metl.core.persist.ExecutionService,15,2,19,104,0,15,87,55,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\persist\ExecutionService.java,class,false,343
MESSAGE,org.jumpmind.metl.core.runtime.ControlMessage,2,2,1,1,0,2,0,2,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\ControlMessage.java,class,false,36
ENTITY,org.jumpmind.metl.core.model.ModelEntitySorter,2,1,1,1,0,2,3,2,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\model\ModelEntitySorter.java,class,false,34
UNDEFINED,org.jumpmind.metl.core.runtime.FlowConstants,1,1,0,0,0,1,0,1,D:\Projetos\_Web\metl\metl-core\src\main\java\org\jumpmind\metl\core\runtime\FlowConstants.java,class,false,29
