Tecnicas,Design Role,Classe,Método,LOC,CC,Efferent,NOP,Problema de Design,Deveria ser REFATORADO por conta desse problema?,"Se DISCORDAR, quais os motivos? "
 V ,UNDEFINED,com.zegoggles.smssync.activity.Dialogs,shouldOverrideUrlLoading,4,1,10,2,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.PersonLookup,lookupPerson,27,8,10,1,Metodo Longo,(1) Discordo Fortemente;
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onBillingSetupFinished,23,12,7,1,Metodo Longo,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.HeaderGenerator,createMessageId,21,5,11,3,Muitos Desvios,(1) Discordo Fortemente;
 V ,[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPost40,addEntry,30,5,12,5,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.MmsSupport,getDetails,25,6,16,2,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.PersonLookup,getPrimaryEmail,20,7,5,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,ACTIVITY,com.zegoggles.smssync.activity.MainActivity,onActivityResult,46,14,11,3,Metodo Longo,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.utils.AppLog,rotate,26,10,10,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.BackupTask,backupCursors,35,7,13,4,Metodo Longo,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.ServiceBase,releaseLocks,10,5,2,0,Muitos Desvios,(1) Discordo Fortemente;
 V ,ACTIVITY,com.zegoggles.smssync.activity.donation.DonationActivity,onPurchasesUpdated,30,12,4,2,Muitos Desvios,(1) Discordo Fortemente;
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.receiver.SmsBroadcastReceiver,log,6,2,5,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.auth.OAuth2Client,getUsernameFromContacts,28,5,9,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.service.state.State,getErrorMessage,12,5,3,1,Muitos Desvios,(1) Discordo Fortemente;
" A, V, X ",[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPre40,addEntry,21,3,10,5,Muitos Parametros,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,handleErrorState,24,8,2,1,Metodo Longo,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.MessageConverter,markAsSeen,18,6,3,2,Muitos Desvios,(1) Discordo Fortemente;
 V ,PREFERENCE,com.zegoggles.smssync.activity.StatusPreference,setViewAttributes,25,6,4,1,Metodo Longo,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,getBackupConfig,3,1,4,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.utils.ListPreferenceHelper,initListPreference,29,8,0,3,Muitos Desvios,(1) Discordo Fortemente;
 V ,[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPost40,getCalendars,26,6,9,0,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,handleAuthError,24,5,9,3,Metodo Longo,(1) Discordo Fortemente;
 V ,[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPost40,getCalendars,26,6,9,0,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.CallFormatter,format,8,3,3,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,importMessage,31,8,11,1,Metodo Longo,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.utils.AppLog,readLog,25,5,7,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,importSms,19,11,10,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.state.RestoreState,getNotificationLabel,16,5,2,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,backup,33,8,9,1,Metodo Longo,(1) Discordo Fortemente;
" A, V, X ",UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapMms,39,7,14,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
" A, V, X ",[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPost40,addEntry,30,5,12,5,Muitos Parametros,(1) Discordo Fortemente;
 V ,BROADCASTRECEIVER,com.zegoggles.smssync.compat.SmsReceiver,storeMessage,33,6,11,2,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,PERSISTENCE,com.zegoggles.smssync.mail.BackupImapStore,buildSearchQuery,6,3,7,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.Attachment,encodeRFC2231value,26,6,7,2,Metodo Longo,(1) Discordo Fortemente;
 V ,PERSISTENCE,com.zegoggles.smssync.mail.BackupImapStore,getMessages,28,2,0,3,Muitos Parametros,(1) Discordo Fortemente;
" A, V, X ",ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,restore,50,12,16,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,TEST,com.zegoggles.smssync.service.RestoreTaskTest,shouldRestoreItems,20,1,11,0,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.service.BulkFetcher,fetch,13,4,8,3,Muitos Parametros,(1) Discordo Fortemente;
 V ,TEST,com.zegoggles.smssync.service.SmsBackupServiceTest,before,40,1,0,0,Metodo Longo,(1) Discordo Fortemente;
 V ,[CALENDARACCESSOR],com.zegoggles.smssync.calendar.CalendarAccessorPre40,addEntry,21,3,10,5,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.auth.TokenRefresher,refreshUsingAccountManager,27,6,8,2,Metodo Longo,(1) Discordo Fortemente;
 V ,PREFERENCE,com.zegoggles.smssync.activity.StatusPreference,backupStateChanged,23,6,5,1,Metodo Longo,(1) Discordo Fortemente;
 V ,SERVICE,com.zegoggles.smssync.service.SmsBackupService,backupStateChanged,20,7,2,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.contacts.ContactGroup,equals,8,6,3,1,Muitos Desvios,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapMms,39,7,14,1,Muitos Desvios,(1) Discordo Fortemente;
" A, V ",UNDEFINED,com.zegoggles.smssync.mail.MessageConverter,messageToContentValues,39,8,13,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,UNDEFINED,com.zegoggles.smssync.mail.MessageGenerator,messageFromMapSms,28,5,14,1,Metodo Longo,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,importSms,19,11,10,1,Alto Acoplamento Efferent,(1) Discordo Fortemente;
 V ,ASYNCTASK,com.zegoggles.smssync.service.RestoreTask,restore,50,12,16,1,Muitos Desvios,(1) Discordo Fortemente;
